customer_id,transaction_amount,transaction_gap,spending_variability,loyalty_score,high_churn_risk,transaction_trend_score,plan_type,is_downgraded,is_upgraded,total_transactions,premium_ratio,standard_ratio,basic_ratio,churn
CUST_1,193.524658235208,0.13561847988077497,0.5400714147079638,43285.01522527486,0,0.0,Basic,0,0,12,0.25,0.5,0.25,0
CUST_1,303.342657256548,0.12962962962962962,0.5400714147079638,116266.95182507091,1,0.0,Standard,0,0,12,0.25,0.5,0.25,0
CUST_1,38.46096996241769,0.12465753424657534,0.5400714147079638,130263.21612718228,1,0.0,Standard,0,0,12,0.25,0.5,0.25,0
CUST_1,356.955563120062,0.11957950065703023,0.5400714147079638,226342.6695883311,1,9.848767969450307,Premium,0,1,12,0.25,0.5,0.25,0
CUST_1,417.896893992207,0.11504424778761062,0.5400714147079638,345450.98912335205,1,9.068327178273648,Standard,1,0,12,0.25,0.5,0.25,0
CUST_1,223.20065622764457,0.11070559610705596,0.5400714147079638,420146.50326957996,1,77.12080464762329,Premium,0,1,12,0.25,0.5,0.25,0
CUST_1,221.653059134637,0.1068075117370892,0.5400714147079638,498429.7860517577,1,27.331903169243446,Standard,1,0,12,0.25,0.5,0.25,0
CUST_1,78.3519917195005,0.10305775764439411,0.5400714147079638,539626.7450131275,1,-48.35128666548408,Standard,0,0,12,0.25,0.5,0.25,0
CUST_1,233.474292266348,0.09956236323851203,0.5400714147079638,629703.5727033064,1,-77.428961703238,Premium,0,1,12,0.25,0.5,0.25,0
CUST_1,261.97487482267,0.09639830508474577,0.5400714147079638,732806.940733319,1,-48.1582417576617,Standard,1,0,12,0.25,0.5,0.25,1
CUST_1,307.696977431705,0.09333333333333334,0.5400714147079638,856873.0931049081,1,46.65673957315684,Basic,0,0,12,0.25,0.5,0.25,1
CUST_1,41.875280562787,0.09054726368159204,0.5400714147079638,897266.6380351312,1,13.011298282779421,Basic,0,0,12,0.25,0.5,0.25,1
CUST_10,27.6117141604036,0.5947712418300654,0.728993699634953,1408.1974221805838,0,0.0,Basic,0,0,12,0.25,0.4166666666666667,0.3333333333333333,0
CUST_10,150.405213542859,0.4945652173913043,0.728993699634953,10918.371565800107,1,0.0,Standard,0,0,12,0.25,0.4166666666666667,0.3333333333333333,1
CUST_10,28.3006124871151,0.42924528301886794,0.728993699634953,14579.772840120024,1,0.0,Basic,0,0,12,0.25,0.4166666666666667,0.3333333333333333,1
CUST_10,186.493414291519,0.37448559670781895,0.728993699634953,31817.68731303363,1,23.53034148669019,Basic,0,0,12,0.25,0.4166666666666667,0.3333333333333333,1
CUST_10,265.899197426854,0.3333333333333333,0.728993699634953,59942.62382369632,1,28.489044353412567,Premium,0,0,12,0.25,0.4166666666666667,0.3333333333333333,1
CUST_10,115.752303473453,0.2993421052631579,0.728993699634953,78478.86214539665,1,60.30456250024139,Standard,0,0,12,0.25,0.4166666666666667,0.3333333333333333,1
CUST_10,51.8202578469463,0.27245508982035926,0.728993699634953,91992.80873951204,1,11.378753070960073,Premium,0,1,12,0.25,0.4166666666666667,0.3333333333333333,1
CUST_10,270.363769468393,0.2493150684931507,0.728993699634953,133425.3220615344,1,-7.1261489027826315,Premium,1,0,12,0.25,0.4166666666666667,0.3333333333333333,1
CUST_10,322.340651734121,0.2297979797979798,0.728993699634953,187306.30174497966,1,12.729960642939062,Standard,0,1,12,0.25,0.4166666666666667,0.3333333333333333,1
CUST_10,488.167518936642,0.2136150234741784,0.728993699634953,270815.9607782994,1,107.90003023198378,Standard,0,0,12,0.25,0.4166666666666667,0.3333333333333333,1
CUST_10,168.248671741211,0.19912472647702406,0.728993699634953,316153.1065250164,1,90.13675193719698,Basic,0,0,12,0.25,0.4166666666666667,0.3333333333333333,1
CUST_10,142.707803118416,0.1868583162217659,0.728993699634953,360073.3731490011,1,25.76655245780151,Standard,1,0,12,0.25,0.4166666666666667,0.3333333333333333,1
CUST_100,419.697674571552,0.1657559198542805,0.6628607806663447,76804.67444659401,0,0.0,Standard,0,0,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
CUST_100,247.696383389975,0.15689655172413794,0.6628607806663447,129029.51787256188,1,0.0,Standard,0,1,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
CUST_100,231.134115384335,0.14967105263157895,0.6628607806663447,182101.7097980947,1,0.0,Standard,1,0,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
CUST_100,442.45433961845,0.14241001564945227,0.6628607806663447,285629.27526139846,1,-28.150682110158016,Premium,0,1,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
CUST_100,200.034784059296,0.13602391629297458,0.6628607806663447,343646.85723626456,1,-16.995713050694633,Standard,1,0,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
CUST_100,109.701643823822,0.13,0.6628607806663447,385167.75286440033,1,-24.389567640715683,Basic,0,0,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
CUST_100,200.808420099649,0.12465753424657534,0.6628607806663447,450538.32449712255,1,-68.45666506833214,Basic,0,0,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
CUST_100,42.6167166779692,0.11957950065703023,0.6628607806663447,480481.2143575539,1,-86.7494097434401,Premium,0,0,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
CUST_100,193.979774948585,0.1148989898989899,0.6628607806663447,551264.6970794391,1,-52.46430929589414,Premium,0,0,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
CUST_100,498.619353412446,0.11070559610705596,0.6628607806663447,708767.6384401857,1,37.445166176038896,Premium,0,0,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
CUST_100,117.854549693329,0.10668229777256741,0.6628607806663447,769007.2951981784,1,76.22114957548663,Premium,0,0,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
CUST_100,43.6697020847409,0.10305775764439411,0.6628607806663447,808906.7217352479,1,37.12311557738548,Standard,0,0,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,0
